Comment,Rating,Date
Traditional Brazilian restaurant where they come around with the different meats. The salad bar is far better here than at many non Brazilian restaurants. Try their house special meat. I can't remember the name but they will tell you it's the house special. Melts in your mouth. Large spacious area not crammed into a small space like I find myself in many restaurants.Overall great experience. I came here yesterday and needed to try it again today. I just read what I wrote out loud. I am not an employee here. It was just a great place to eat. Again..... Not an employee.,5.0,"Sep 29, 2014"
"Best 60$ spent on delicious unique meat! Classy inside, even the salad bar was amazing. I could have even filed up on that the whole night. Very good experience and the lamp is amazing",5.0,"Mar 18, 2015"
"Meats are amazing. The buffet station is fantastic & well stocked. Service is top notch & the meats come out quickly. You really have to use your paper disc (green side up for the meats to come to you, red side up if you need a break. It's located across from the Museum of Modern Art. Worth every penny. The special caipirinha drink is a great choice.",4.0,"Aug 13, 2017"
"I'm tempted to give it 3 stars because the ambience feels so touristy and the prices are pretty exorbitant, but I can't deny that the quality of the meal was still pretty darn impressive.A good friend of mine was in town, and while we were scoping out dinner options he noticed Fogo de Chão as he had been to their other locations in a few other cities and raved about them.  Our decision was made.First off, I hope you're a hardcore carnivore.  Otherwise, you're essentially paying $60 for a glorified salad bar, which actually does have plenty of great options, but isn't what you should be filling up on.Save your appetite for the all-you-can-eat roasted meats that come to your tableside non-stop.  Think Brazilian dim sum.  Beef rules all at Fogo (fillet, sirloin, etc.), and though I don't eat beef, I still had plenty of options.  Chicken, pork and lamb galore!  A few of them were a bit too salty for my taste, but overall the seasonings were great, and the meat cooked to perfection, whether you prefer medium, rare or whatever.  Lamb chops were probably my favorite, very juicy.  Chicken wrapped in bacon was also amazing, but then again, anything wrapped in bacon is probably amazing. Slight deduction as we felt gypped that the Brazilian soda (served in a can) is $4 and desserts are all $12 each.  There's no drink/dessert menu, they simply ask you what you want.  If we had known, we probably would have shared a dessert.  All in all it's a great meal, and you will not leave hungry that's for sure!",4.0,"Sep 23, 2014"
"TO DIE FOR!!! Slightly beats out Churrascaria Plataforma for me. Fantastic meat. Excellent salad bar with great specialty salads, imported salami, prosciutto & cheeses, smoked salmon, vegetables and more. Amazing sides- must try the cheesy bread rolls & caramelized bananas! Classy restaurant with a nice ambiance and great attentive service. Perfect for a romantic date with some drinks. Well worth the money. Will definitely return!",5.0,"Jun 17, 2018"
"Pretty good experience especially if you are really hungry. However, the meat is either still mooing and grazing or it's very well done. Get it together please, medium is they key to yummy meat. This is a very loud and busy environment which kind of does not match the price tag nor the ambience of a steakhouse. Garlic steak is the only winner of night otherwise this would have been a 3 star review.",4.0,"Jun 25, 2017"
"Might seem gimmacky but this experience is a fun one, and the food quality and service is quite goof. Buyer beware: you will feel sick with food fullness. I am still feeling it almost a day later. As such, I don't think I will go back because I'd probably die of overeating.  I came for restaurant week, which apparently only gets you a few of the meats (not their top line filet or other stuff...but seriously if I had more meat, I would have probably exploded).  From $58 to $38 you get:-complimentary pao de quejo bread which was cheesy and oily but not as bready? I've had better but this was ok.- the unlimited salad bar. It's a mixture of standard stuff- greens, tomatoes, good asparagus, etc but also more South American tropical items like heart of palm, grilled eggplant (very good), strawberry salad, and an assortment of cured meats like really top line prosciutto (normally I don't like prosciutto), bacon, salami, and manchego, swiss and parm cheese.  You fill up just on this. -flip those cards up on green and get swarmed with meat, meat. meat. We tasted the roasted chicken leg (bf said it was dry but I thought it was crispy), chicken breast wrapped with bacon (good), top sirloin (nicely seasoned and crispy), bottom sirloin (also good, asked for a rarer piece- for the beef, you can get medium or medium rare since I guess all of the meats don't roast evenly on the pit), leg of lamb (I normally don't like lamb but this was well seasoned and not gamey or rubbery at all), pork sausage (salty, good), and pork rib (very good and charred).   TOO. MUCH. MEAT.  (toward the end, they will ask if what you're specifically looking for which is nice- lots of people on the floor)-you get the starch sides of fried banana (like maduros, carmelized and deliciously good), fried polenta (strong in polenta taste but kind of just fried whatever), and mashed potatoes (our least favorite, a bit bland). You can get a side of scalloped potato (cheesy), white rice (standard) and black bean (pretty flavorful and I don't even like these). -As for dessert, thankfully, they gave me a small portion of my requested key lime pie. It had a lot of cream on it but tasted like the usual tart/sweet key lime pie. Bf had the cheesecake (it was a little dense). I'm sure they don't make the desserts in house.. so whatevs-We had a bottle of the Trapche Oak Cask Malbec ($42 a bottle) which was acidic more than full bodied but still fruity. It was a nice compliment to the meal but I felt like dying with all the food and booze in me. -Finally, the space and decor: the space is a huge one, taking two floors and has a grand high-end chian like feel to it.  I would recommend but like I said.. buyer beware; don't eat all day when you come.",4.0,"Aug 6, 2014"
"My 1st time here and I LOVED it. From outside one would think it's a small, cozy, mom & pop type restaurant BUT it is the total opposite. Inside is huge. I found out place can fit up to 400 at one time. They have a wine wall; a wall of just wine bottles. It is a very classy, upscale restaurant without the strict dress code, uptight patrons,  and outrageous prices. I can't tell you how many different meats I ate, but never had it repeated. The dessert was my favorite. I had the tres leches and my boyfriend had the flan. Both was great as if homemade. What topped the whole experience is that we had a very polite, honest and courteous server; Julian. My boyfriend was in the restaurant biz and said he was very impressed by Julian so much so that he said he would come back and ask for him to tend to us. So not only are we returning, we will be bringing friends and definitely recommended this establishment to others.",5.0,"Mar 31, 2018"
"This is not our first time eating here but it was our friends.  No matter first time or not -  we all had such an amazing evening.  First of all it was packed which surprised us since it was a bit later on a Sunday night.  Even though very busy -  the service was amazing.   Our friend noticed that the first time we flipped our cards to green we had someone there with a meat offering within like 10 seconds.  Our food was SO good.  I never though of myself as a ""rib-eye"" gal but have been thinking about how good that rib-eye was ever since.  The salad bar too, is outstanding.  You want to be careful you don't overdo that! We asked for and quickly got both horseradish and Chimicuhurri Sauce.  Our cocktails and our wine was delicious.  Then we met Gilson, the manager.  What an amazing guy, very friendly and legitimately interested in us having a great evening. We ended with 2 great desserts and will be back as soon as we can.  This place is not cheap.  Is there somewhere in DC that is?  You certainly get your money's worth!",5.0,"Aug 7, 2017"
"This place is not regular friendly. I used to look forward to coming here after work everyday as I waited for the subways to die down during rush hour, but management decided to make changes, and has completely destroyed the vibe for us regulars. They have fired at least two of my favorite bartenders for making human errors, and driven out many more by their horrible management style. They charge the same price for a glass of wine as the retail price of the bottle. The bars are constantly under staffed, and the bartenders are overworked. Frankly every time I don't think it will get any worse, they surprise me and prove me wrong",1.0,"Mar 29, 2018"
"I really enjoyed this restaurant for my birthday dinner lastnight. The service is attentive, waiters constantly ask if you need more water or drinks or pallette cleaners like the garlic mash, sweet plantain, and friend polenta. The best part is the Meats- many different selections, lamb chops, bacon wrapped chicken, picaina, bacon wrapped sirloin, and more were my favorites. Don't be afraid to flip that card to green and enjoy the meats. The market table had a decent variety ( veggies, cheeses, prosciutto, etc) to choose from, although some things were missing that night like the big bowl of bacon that I was counting on:) I was so full, I forgot to ask for my complimentary birthday dessert. I would of tried to force it down, don't know if I would've succeeded. I will definitely go back to enjoy this restaurant's food and service. I still want more waking up this morning. I'm just that greedy.Recommended!",4.0,"Oct 22, 2017"
My husband had mentioned going to this kind of place for a while! So I found this place and made it happen! We went with family and everyone was content.1 word to describe this place... Fat! I felt so fat when I left here!  The food was amazing.  I have never eaten so much. I loved the variety. I tried just about everything they offered. We will be returning for our anniversary as a surprise for my husband. . (More like a treat for me lol) Can't wait !,5.0,"Dec 23, 2014"
Service was fantastic!!Food was beautiful! We stayed for 2 hours and never felt rushed!!Tip from one bartender to another easy on the tequila when your making those margaritas....I like them strong but I also like some lime juice and triple sec too! My margarita was too strong to drink.,5.0,"Oct 19, 2014"
"The salad bar was beautiful and very appealing. The meat looked amazing but not sure if because we arrived 30 mins before closing but wasn't to die for. Th staff did come non stop seeing which meat selection we wanted and wasn't stingy. Hidden item on the menu is chicken heart, yes but there special request. In the end I can't say I would recommend this place to a friend, maybe if your trying to look rich or impress someone because of the location and price.",3.0,"Feb 20, 2017"
"Brazilian Steakhouses are one of my favorite meals. If you have not been, it is quite the experience. You start with the salad bar. However, it is a trap. You want to eat just a little bit to save room for the meat. You have a card that you flip to green (you want more meat) or red (you need a break or are done). The gauchos will come with a skewer of meat (steaks, chicken, ribs, pork, sausages, etc.) and offer you some if your card is green. They will probably ask offer anyway even if your card is red. By far, Fogo de Chao is my favorite Brazilian Steakhouse. Except for the Beverley Hills location, I have never had anything but an amazing experience. They have the best salad bar. I love the prosciutto and smoked salmon. In addition, they cook their meats the best compared to other Brazilian steakhouses I have tried. Their meats are very tender and have the best flavor. The complimentary sides of mashed potatoes, caramelized bananas, and polenta. They are all good. In particular, the bananas are awesome. Since dinner is usually $60, the reduced Restaurant Week price provides a great opportunity to try Fogo de Chao. Although they will exclude their most premium cuts for the event, you get dessert which is normally not included. In the rare times I have made it to dessert, the selections were very good too. Furthermore, Fogo de Chao features my favorite soda, guarana. It is basically a cherry ginger ale.If you are looking for places to try for Restaurant Week,  feel free to message me through Yelp and I can share my person list, which includes my Yelp reviews. The information for an electronic copy can also be found via my Yelp profile.",4.0,"Jul 26, 2016"
We went here during restaurant week so the price was more reasonable.  I hear the lunch prices aren't too bad either. I like the stairs to the upstairs bar and the downstairs seating. I felt the meat selection was very limited compared to other Brazilian Steakhouses I have been too.  Maybe that was due to the restaurant week menu? I am not sure but I probably would not come here again unless it was restaurant week as I don't feel the normal price is worth it.,2.0,"Apr 9, 2015"
"Fantastic place!The food is as good as it gets. Meat lovers are in paradise.Great convenient location right off the Theater district, beautiful and sumptuous dining room with great decor.Great service, friendly staff and impeccable food.Wide variety of meat cuts, pork, beef, lamb and chicken include.I hosted my Brazilian Aunt and friend from Brazil and they were impressed with the quality of the meat and the place.The Wine list is spectacular as well.One of the best dining experiences I had in a long time.Prices are on the high end, but this time I had a smile on my face even after taking the bill.I have visited other ""Fogo de Chão"", but the NYC is hands down the best one including the original restaurant in Porto Alegre, Brazil.",5.0,"Oct 23, 2014"
"As usual...AMAZING!!! Was a few times at Fogo in Los Angeles and now tried it in NY...great food, great service. We spent 4 hours!!! At the place..Very recommended for groups of friends if you want to have a great time out.",5.0,"Aug 20, 2015"
"I first spotted Fogo when I lived in Atlanta, but never made time to actually try it. Fast forward 10 (more like almost 15) years later and apparently I've been missing out. The decor at this location was gorgeous!!!Anyway, we went for a birthday celebration and celebrate we did. I didn't really grasp the concept of how the meats are served in a rapid fashion until it all started happening. I presumed there would be a full menu of the variety of meats available and we could choose from that. Nope! The wait staff brought every sample of meat fresh from the kitchen and once they saw that green ticket forget it! I wasn't ready! Had I been ready it would have been some trouble. Overall, everything was delicious from the area known as the market, which is a salad bar to the prime cuts of meat!!! The desserts were hit or miss and the drinks were great. I need to find more meat eaters in my life so we can venture to the Fogo in Baltimore!!!",4.0,"May 31, 2015"
"5 stars isn't enough! Excellent salad bar. Amazing black beans( with meat inside.. yumm)! Great service and staff. Cocktails were generous and delicious. I had a premium  fogo caipirinha with passion fruit.... ohhh sooo good, I had to have a second one. Overall , the best food/meat I've ever had!!",5.0,"Dec 1, 2019"
"WORST SERVICE I'VE EVER EXPERIENCED in my life. I am a an extremely easy going customer and always gives everyone the benefit of the doubt and usually forgives a waiter if they do a bad job like ""maybe their having a bad day, it's okay!"" My boyfriend and I go out to eat at very nice restaurants in Manhattan 1-2x a week, everywhere and I'm always satisfied! I came to Fogo last weekend with my pharmacy school classmates/roommates (all respectful, kind, caring, and professional human beings) it was a birthday dinner. It was a party of 12 and we asked ahead of time if we can split it into 2 checks ahead of time, they waiter said it was fine. Every time the waiter spoke to us, he was rude and spoke to us as if we were idiots. For example it was some of our first time at an all you can eat Brazilian restaurant, the directions were given about the salad bar and making it seem like we would not willing to pay more for extra entrees. As if we weren't aware it was $60/person. I thought- maybe he's just having a bad night) silly me---Not only was the service with our waiter terrible, the waiter charged both checks incorrectly!! On one check, they added an additional person, on the other checks they charged us a 20% tip twice..(40% total) and on top of it they charged us drinks we did not order (the 5 people on my check had ZERO alcoholic beverages) We waited patiently as they brought back the corrected check... To notice this time they charged it incorrectly again. We only had the $59.95/person all you can eat meat and salad bar, no drinks, only hot tea for $3.95The total for 5 people (60x5)+4 for  one hot tea should be: $304$304 +(25.50 for 8.5%tax) +(60 for 20% tip)= $390.3They charged our credit cards to a total of $460, I don't know why they can't just do the math correct. They tried to give is $10 cash back per person and at that it would be too difficult to fix it. We were all in a rush to leave so we just took it event though it didn't cover why they actually owed us, a total of $60... Which still turns out to be an extra person eating all you can eat. Somehow they won and gipped us. Never coming back to this unprofessional business and making sure we tell all of our collages not to either. The food was not as amazing as what the other comments imply.",1.0,"Feb 3, 2015"
This is an excellent steakhouse. The food and the service never disappoints. In addition to delicious food we got A+ attention from Roger and the team.,5.0,"May 13, 2018"
"The service was great, place is very clean and atmosphere was pleasant. Food was a bit salty for my taste but all in all good. Wine list is large with great selection of bottles and glasses to choose from. Why only 3 stars, well we ask for our dessert to go. The slices of cake was paper thin. Not the size they serve at their establishment. Upsetting.",3.0,"Aug 8, 2019"
"Well, this was the second time i've done AYCE Brazilian in NYC. If Churrascaria Plataforma was a hipster, Fogo de Chao is his corporate brother wearing a three piece suit. That is not necessarily a bad thing.I came here with a group of 4 for restaurant week. How can you possibly turn down all the succulent meats of Brazil for just $39.99 (normally $59.99).  We made a reservation 1 week in advance and only had to wait 5 minutes with a cool little buzzer that reminded me of Cheese Cake Factory.Upon descending a steep winding stair case you access the main sesating area which really doesn't feel like New York City. The space is pretty massive. And there wasn't an empty table, because again the discount made it tough to pass up.The service was top notch. Our waiter appearaed moments after we sat and he asked us if we were here for restaurant week, which of course we all nodded vigorously to. He took our drink orders and told us to head to the salad bar first, then we get back they'll start with the meat service.I was very impressed by how healthy the salad bar choices were. If you were trying to go strictly paleo here, it would be easily accomplished. I munched on an assortment of veggies, but I was saving my appetite for the main attraction, all the meat!WIthout remembering every dish in detail, I can provide some of my opinions. The sirloin cut was juicy but a little salty for my likings. Their was an extremely succulent cut of lamb that I ate, which one member in our party (Alejandro) loved and I enjoyed a lot. Their signature prime rib was a touch on the dry side. Their were some other steak cuts that came out. I enjoyed some more than others, but the theme in my mind was that they were all a little salty for my taste. However, that was probably my only complaint as the meats were fresh and for the most part juicy.The desert I ordered (which was included with RW) was the chocolate mousse cake. It was delicious, I think I won in this department as the others who tried the Key Lime Pie weren't as satisifed.I thought the bathroom was really classy also. It was spacious with a marble finish. Again, more of that corporate thing.In the end, I ended up spending about $50 after tax,tip,and my non-alcoholic drink. I might return again for restaurant week if I was with somebody visiting from out of town. But I will say I left satisfied and it certainly was a 4 star experience.",4.0,"Mar 8, 2015"
"So disappointed ! From the start they told us to wait 15 minutes to be seated and the restaurant was half empty ! Well, after 20 minutes waiting we went to ask the girl and she checked the computer and didn't even had my name there. She called someone else , and the guy came to sit us. We were sit on a table in the back , near the cashier , almost under the stairs. Horrible table. I know spanish and portuguese and could understand the waitresses talking about other clients. The salad bar was not great , heart of palms -palmitos ( very known by brazilians) was hard and dry, not tasty at all. Not large variety of hot food to choose from. The meat rarely came to our table and two other tables near us, I asked the waiter to bring the check since we weren't being served and he rushed to talk to someone else to fix the problem. Lamb was really good, very tender and tasty. Some other meats were hard , no seasoning at all , even salt. It was out first time there, and I don't think we will come back. I've travelled to Brazil many times and we know how good are ""Brazilian churrascarias"" there. In NY we tried Plataforma and this one. The first one was really good experience, but this one a disappointment .",1.0,"Feb 24, 2020"
"Sheilla, we are disappointed to hear we fell short of your expectations, as our mission is to deliver timely and tasty experiences. We hope you will reach out to us via email, as we'd like to work towards regaining your support. Kindly send us your phone number and availability at info@fogo.com. Thank you. ",4.0,"Dec 16, 2014"
"On a recent trip to NYC I had a chance to enjoy my first dining experience at Fogo de Chao. The ambiance, food selection and overall presentation were great and I ceratinly walked away both impressed and quite full / satisfied.To start, their salad bar was awesome. Not only were there plenty of fresh vegetables, there was a nice selection of gourmet cheeses and cured meats. It was probably one of the best salad bars I have seen. For the meal itself...man oh man, so many delicious options brought right to your table side. My favorites were the lamb, bacon wrapped filet and the chorizo. The different meats were cooked perfectly and full of flavor.The only reason I can't give them a full 5 stars is because when the group I was with ordered our drinks they seemed to be out of every beer we tried to order and had to settle on a lesser alternative. Also while there was plenty of meat options, it seemed like some didn't come out as much / frequently as we hoped and service would get just a little bit slow at times.This was definitely a very worthwhile, delicious and fulfilling dinner in the Big Apple. I don't get into the city very often but I was happy this time around I had a chance to experience this place.",4.0,"May 4, 2015"
"A great restaurant experience.   The service, coupled with the sumptuous meat and great and varied salad bar were excellent.     Highlights of the meal:  meat, salad, meat, meat, wine, meat :)We went on a Friday night without a reservation, and waited for ~30 mins in the bar, while we waited for a table.  It was worth the wait!!The prices may seem high to some, but I think put in perspective, you are in for a treat. A++",5.0,"Aug 3, 2015"
"Everything was awesome, the service and the food. I thought some of the meats were a tad bit salty, but other than that it was great. Word of advice: don't fill up on the salad bar! Oh and the Brazilian lemonade is amazingggg",4.0,"Mar 4, 2015"
"This is the standard Brazilian churrascaria, where you first have the salad bar and then fill up on as much great meat as you wish.What's not to love?The restaurant is well-run, clean, and they really do it all right - fantastic service, all the food is above average, they keep the meat flowing.I'm almost ready to give a 5-star rating here, as they really do it well.If it weren't just the standard chain with the same old food items I might rate it higher, but given that I've been to others who match what they do I'll stay with a four star rating.  Nothing the offer in terms of the food stands out.That said, I'd be back without a question.No complaints at all about what they offer and how they serve it.  Go hungry for meat of course!",4.0,"Dec 26, 2014"
"This is a great place, with great food, great drinks, and great people. I have been going to this place for years now, and last night we had an event hosted there with outstanding results. Well done Fogo de Chao management and crew!",5.0,"Mar 15, 2019"
"Took my mom here for early mothers day. The seating is downstairs, lighting is just right. I have been to several brazillian bbq, and had heard a lot about this chain, but to me it was good, not amazing which is the only reason I didnt give it 5 stars. The service was excellent, the food was pricier than most brazillian steak houses more than $65/pp just for dinner. With a glassofwine, tax and tip was $200 for 2 people, but well worth it for mom",4.0,"Apr 29, 2016"
Totally overrated...Their buffet was the smallest I've ever seen. No good selections at all. Meat was not grade A (I don't ccare what you tell me!) The best thing I had was the $95 ahot of Johnny Walker...Next time... I stick with Rainhas in Queens!,2.0,"Jun 22, 2015"
"We went during restaurant week ($38 for the full menu minus the really pricey cuts) with the intention of eating ourselves silly.My conclusion: do not do this.  We left feeling like we ate approximately 4 concrete bricks each.  Instead, pace yourself and enjoy a very attentive staff and very decent steak.  The meat served for the restaurant week goers ranges from incredibly tender to a bit overdone and chewy- what you get is kind of luck of draw, so keep an eye out for waitstaff carrying fresh-out-of-the-oven, not overdone selections.  The medium-rare, hot carvings are incredibly delicious.  Our favorites were the garlic steak (yes, it's literally slathered in garlic butter) and the picanha.Only con was that their restaurant week menu does not include a gluten-free dessert (celiac in the party), and staff seemed a little annoyed that we were asking in the first place.",4.0,"Aug 7, 2014"
"Brazilian BBQ meats chain that serves up an awesome salad buffet bar and unlimited meats cut up by its wait staff straight to your table. My favorite was the chicken, beef fillets, for meats. Can get pricey but you will be full!",4.0,"Mar 8, 2017"
AMAZINGGGGGGGG! It was so good I loved everything theyy are not cheap and def got  my moneys worth!,5.0,"May 2, 2017"
"the wait staff treated me like a millionaire, though i am not. the food was amazing. melted in my mouth. flavorful and high quality.  its a five star restaurant for a four star price. classy ambience. strong drinks.i came here in march for my moms birthday. were going back this week to take advantage of the end of restaurant month. i would highly recommend this place to anyone. amazing.",5.0,"Aug 28, 2017"
Went there for the first time last week and it was worth the price. Wednesdays are 1/2 price (South American) wine night (on bottles less than $100). I wish we were seated closer to the Market Table (aka buffet) but stock up with all of the veggies and cheese and you should be able to only make 1 trip. They are not stingy with the meats that they bring around to the tables. I appreciate that they brought around meats cooked at all different levels (rare to well-done). The wait staff was friendly. We made a same day reservation on Open Table and did not wait more than 15 minutes to be seated when we arrived.,5.0,"Jan 29, 2018"
"Maybe it was the time of day that we were there 7pm on a weekday but the meat was dry and some of the pan de queso was stale.  The salad bar was very fresh and delicious with a great selection.  As my plate because used and cluttered, nobody offered to replace the plate.  I stacked my daughters used plate with mine on the edge of the table and it took 5 minute for someone to pick them up.  Other Fogo's are very quick about grabbing used items and offering fresh clean plates.  Normally I'm a fan of Fogo in other locations, this one was not worth 5 stars.",3.0,"Jul 11, 2019"
"It was a lucky lucky day when I was invited to attend a yelp elite event here. The experience was great, it's my first time trying a churrascaria. The atmosphere was really nice, perfect for group gatherings or an intimate date or just a celebration over something. I started with the salad bar, it was okay, they have a good variety but didn't see much of my favorites, I preferred their protein section of smoked salmon and what not. The real star here is of course their grilled meats. The servers were great, they were constantly coming in and out with food every second, but you have to grab their attention, they don't necessarily go to every table. I had the fraldinha, picanha, filet mignon, lombo, linguica, frango, and polenta. Their frango is okay, the chicken wasn't really juicy, the lombo was eh as well, I think they're better at making beef because their filet mignon, picanha and fraldinha were great compared to the other meats. I liked the filet mignon best, the picanha was a little too fatty for me. I'm more of a tender meats kind of girl. As for desserts, I had a cheese cake sample platter that featured, strawberry cheese cake, caramel pecan, key lime and chocolate cake. They were okay, very creamy and it reminded me of cheesecake factory. I would only recommend coming here for their grilled beef meats and maybe with a smaller group, in the yelp elite event it was a huge room of people, I think the servers might have been overwhelmed since not everyone got to try everything and my water was never filled the whole night.I'm giving it 3 stars because I didn't love the place, the food is okay but not mind blowing, still worth checking out if you've never had Brazilian food.",3.0,"Nov 16, 2014"
"Came here with friends for restaurant week and I have to say, it was an amazing experience. It was $29 per person for restaurant week and we were told it would be $39 for the full experience. We came for the restaurant week deal.Environment: lighting is intimate, dark but very sociable. Very warm and not too scary. Salad bar: Pretty good variety for this buffet-styled restaurant. I got so much that I overfilled my plate. Meats: waiters come around with meats on swords and the cut is very clean. The sirloin and parmesan pork were my favorite. These were never too salty. The bacon-wrapped chicken and the sausage was on the saltier side. All in all, we all agreed we'd come back again.",5.0,"Aug 20, 2017"
"I came here for a celebratory lunch with my boyfriend and let me just say how absolutely pleased we were!Service was pretty top notch. Not much else to say on that.Salad bar was pretty plentiful. Besides that, the waiter put a basket of these delicious cheese puffs (or something of that nature), which were just incredible. We also received plates of mashed potatoes, plantains, and fried polenta. A nice addition to our meals.As for the meats itself, they were just fantastic. I had to flip my card to red so many times because the waiters came by often and with a different skewer each time! Although I wish I was able to eat every type of meat, my stomach capacity could not take it. But what I did try was just incredible, melt-in-your-mouth goodness. Lastly, we had creme brûlée for dessert, which was just a fantastic and delicious end to our meal.Our bill came out to about $97 (including tax, excluding tip)! It might be a more cost efficient idea to come here during lunch instead of dinner!",5.0,"Oct 11, 2014"
Not a good representation of Brazil.. Go to Plataforma restaurant instead. Fogo de chao was bought by a american corporation and they lowered so much the quality that I few ashamed to take people there...It's is not a good representation of Brazilian food at all. No quality..,2.0,"Jan 22, 2018"
Yummy food and service is excellent! We said we wouldn't eat beef or pork and they made us special chicken and lamb dishes like lamb sirloin which were juicy and fully done. We went because of restaurant week promotion and we fully appreciate the three course meal which was excellent. Including the desserts which were so delish!!,5.0,"Aug 16, 2017"
"This is really a 3.5 rating. I never really had Brazilian food or steak (I guess in this context) so I don't have anything to compare Fogo de Chao to. I made reservations for 3 at 6pm on a Friday, the last day of restaurant week. Upon arriving, the decor is nice and modern with very high ceilings. The hostess checked in my reservation and directed us downstairs to our table. No wait, though it wasn't to begin with. Because of the high ceiling, the voices will echo, so it was kinda loud. In result, I didn't hear the waiter too well. He explained how to signal the people with the meat to give us meat. (haha). Which is a circular paper that has red on one side and green on the other. He also said the salad bar was also unlimited so, you may get up as many times as you like. Onto the actual food! Salad bar had a nice variety of meats like salami, smoked salmon, pastrami, prosciutto. There was also cheeses, lettuce, spinach, tomatoes, beans, pasta, chicken salad, rice and beans, bacon, and much more. I only went once because you're here for the meat and not the fillers, plus there's sides they give you (as part of restaurant week). The sides were fried plantains, polenta, and mashed potatoes. (of course bread was included too, which was delicious). Note: all sides were unlimited too. So all of the sides and stuff from the salad bar was good (except for the bread/crostini from the salad bar was very hard.) After eating so much already, it was time to eat some meat. Though it was hard to hear each person to explain what it was, the first few times, I just said yes to everything. I think it's a hit or miss for some items, but the signature sirloin and NY strip are good. The lamb was also cooked well. The chicken wrapped in bacon was dry. There was one piece of meat that was too salty and I don't remember which one it was, perhaps one of the sirloin (I think there was two types going around).So what I found fascinating was the strolling bar/bar trolley going around the restaurant. Instead of a stationary bar, why not have it go around to each table. Man, the bartender was very keen on selling this pineapple/coconut drink that supposedly help digest meat (or something like that). Though it had me sold because it was different and something to try. It didn't have so much alcohol in it, but it was quite refreshing. The service was okay. The waiter came around and checking in on us and I believe a manager came over to us as well. When I asked for chimichurri sauce, I had to ask twice. Maybe the way it's set up, the waiters doesn't do that? only the busboys/runners? I'm not sure. Overall, it was a nice experience. You will definitely get your fill if everything is unlimited. For an AYCE style of dining AND being a chain restaurant, it had up to par food. The one disappointing thing (especially being perceived as a higher class restaurant), the bathroom floor was SUPER sticky. Fogo de Chao is a nice place for a girls night out, a 3rd date, reunion. It's like business casual sort of ambiance. Nice location too! Because it's near 5th ave and across the street from the MoMa. Not sure if I would come back because it's too expensive for my budget.",3.0,"Apr 8, 2015"
"Fogo de chao is an experienceI never once went to a restaurant that exceeded my expectations as fogo de chao did, that goes to say that I was completely blown away!  Impeccable service along with irresistible food, what could go wrong?Indeed, the plantains and brazillian cheese breads were delicious and a welcome part of our meal.  Indeed, there were a few meats here and there that weren't perfect, but we never glared at when we turned them down, like I said, impeccable service!Fogo de chao must of been the single most impressive dining experience I have ever had, and I highly recommend that you visit for yourself.",5.0,"May 23, 2015"
"It's been years since I've stepped into a Fogo de Chao location (not since I lived in Atlanta in the mid-2000's), but everything was as good as I remembered, in spite of being in different cities.  While FdC isn't my favorite churascaria (my fave being Chima, specifically the Fort Lauderdale location), there is absolutely nothing at all to complain about here.  The concept of a churascaria is the same everywhere regarding the salad bar, the meats, and the small sides delivered to the table, so I won't bore you with those details as there are ample reviews that break it down for you.  I'll just tell you that I base my rating on the quality of the food and service, and I omit the salad bar (c'mon you don't come here just to eat f'ing salad and those who do are lame, unless you are a vegetarian).Based on the number of cuts they serve, it's impossible for me to even begin to describe each one, however, the bacon wrapped filet and lamb chops were especially memorable on this visit.  The service was excellent -- The gauchos were attentive and bombarded us with meat when the coins were flipped green.The other things I like here are the Pao de Queijo (cheese bread) and the papaya cream dessert.  This is a common dessert, found at nearly every Brazilian steakhouse.  It is light and refreshing...  The perfect compliment to end such a heavy meal!  It's something I always complete my meal with.While the prices aren't cheap ($40 lunch/$60 dinner), just remember that NO churascaria is cheap.  The prices at Fogo de Chao are in line with the competition around the country, and remember it's AYCE for heaven's sake!",4.0,"Apr 20, 2014"
"Oh absolutely not . Saw a ROACH while dining. Tried to give the benefit of the doubt, i mean it IS New York right ? So I asked to change my seat idek why cause it's not like the bugs just stay in one spot but whatever I felt more comfortable ‍ waitress was visibly irritated to move things over (literally like 2 tables over) but it's an annoyance so I get that. We get to our next table, about 10 minutes in to dining , 2 moRE BUGS  idfk what type they were, showed up , crawling down the wall. for some reason I cant upload a video right now but I took a screenshot of the video i took (will try n upload later) so now, I'm feeling it's an infestation and I'm ready to go. Didn't even finish my meal - was so disgusted- but still had that almost $200 bill to pay of course. As for the food (that I actually ate) meats were completely bland and tasteless..potatoes were good and the salad bar had nice options. Won't be going back tho. I seem to recall they had a bad grading last time I went to MoMA so i guess they're living up to that, despite the A they now proudly display.",2.0,"Aug 8, 2019"
I had a perfect evening sitting outside with a drink and an appetizer. Great ambiance and good!,4.0,"Aug 5, 2017"
"In a sea of Brazilian churrascaria restaurants, where they carve the meat off swords at your table until your eyes pop out, this chain is by far the best, beating Texas De Brazil hands down.  The service is first class, their sides are tempting enough to fill you up before the star of the show, the meat, but try to avoid them. This one is massive, in a beautiful sub-street space with elegant wood walls and exceptional decor. They have a bar on ground floor and the restaurant below. The bar mixes a wicked mojito, which many New York bars screw up and a bad ass caipirinha, the mojito's Brazilian cousin. Pricey but they deliver value for the dollar.",5.0,"Jul 1, 2014"
